,Statements,Label
2649,Sharmuto,3
2650,doqon weynaadey,3
2651,Afwayna abahi wase qaniskan,3
2652,Safirka hadadonto kudhimoba faraq,3
2653,Afkaaga urkiisa naga xir,3
2654,Doqon afwayn,3
2655,War wuxu foolxuma,3
2656,jaahilyow oromadaa,3
2657,Inu Xaar kaso baxo banka Baqayaa maalin dhow loool,3
2658,bahalyow xumee cawaankkaa,3
2659,siilkii hooyadaa ayey wuxuba ku yaalaan,3
2660,Doqonkan xanuusanaya,3
2661,Nacaskii nacasyada tirsiga kowaad koobkooda qaadey,3
2662,Doqonimo daawo maleh!,3
2663,Afkaga ceelka ehe candhada danyerka u eeg xagu kuyalaa,3
2664,Nio kaNi waa xoolo xoolo wata,3
2665,Folxumadi nacasnimo kudasaday,3
2666,ilkadhere,3
2667,Caran hadad maqasho waa kan,3
2668,Ku wastay h.a.w magaca noo dhig nijasaw,3
2669,Cunugaan soo wecelkii maaha,3
2670,Neefkaan haduu wax waliba maskaxdiisa ka keensan lahaa waxbay ahaan lahayd,3
2671,Xanuun xanuun dhalay,3
2672,weeye waa neef suurad bili-aadam leh,3
2673,Kan xaaran bu dhashay wa garac,3
2674,Habar awal ana ka dhashay hooyadood Ha wasan dhilayow umada ka dhamow,3
2675,hooyada bajuunta ka wase wd na ceebaysay wlhi,3
2676,Caaac rer cebays nacasbatahay,3
2677,Uskag uskag dhalay baad tahay,3
2678,doqonkan yar,3
2679,Nin xanuusanya futad,3
2680,Daacuun baa haya malaa,3
2681,Afkaaga waxaa moodaa dhiilo 100 naag isku mreen oo kale,3
2682,laxda ku dhasha wasee,3
2683,Akhz nicle warkisa wa la yaqan jilicda,3
2684,xoolonimadiisa,3
2685,Badhaciye xayawaan ah,3
2686,neef aan caqli lahayn kasii liidataa,3
2687,Eey eey dhalay af weyn,3
2688,Afkaaga yaaa ka masula sida futada xarku uga soobo,3
2689,Khanis,3
2690,Qofka afka wayn ee hadalka badan,3
2691,sida xoolaha oo kle neeef iga Dheh,3
2692,Kan foolxumuu ifka ku dhamaystay aakhirana naar,3
2693,Huuro kasoo kakamyso,3
2694,Orgacan yari wuu kibray horaa loo yidhi af nooli wuu hadlaa ayna wuu ciyaa,3
2695,Isaga iyo eyga eygaa caqli badan,3
2696,Damer iyo labadisa dhagod waye,3
2697,Afkaagaa waynu xaguu ku yaal war waxan doqonta ah baa u daran,3
2698,Jaahil waalan baa tahay oo Doqon ah,3
2699,Hooyada xanuuunka ka was,3
2700,Tag hooyad iyo habar awalab was qaniis yahaw,3
2701,Ina dhilo siilki hooyada baa y kutaala,3
2702,Af nool wuu hadla eeyna wuu.ciya daqaka wu ciyaa maraka iska ci,3
2703,Qudhun nimadii ayaad isaaq kula soo noqoty,3
2704,Nin waalan waar magaca burushka xaarka leh kadaa,3
2705,Ninkaa yaan cidloo qaban waa xanuunsanyahay,3
2706,Neef af balaadhan,3
2707,Warya shuby iska amu,3
2708,Naag naag dhalay,3
2709,Afakaga futadi danyeeka,3
2710,ay ay dhalay,3
2711,Naaaac naaac doqon xaraan Cun ah doqonay,3
2712,Nacaskan. Qabyaalada. Ku. Waashay,3
2713,Siilkii hooyadaa baykutaal,3
2714,Futo nolosha hadalaan waxtari,3
2715,Markuu caqligu futada kaaga jiro waa iska sidaaa,3
2716,Afkaga baliga dabda geela u eeg,3
2717,MaanGaabnimo oo qof ah,3
2718,bilaa caqliga ah nacas nacas dhalay,3
2719,Doqon iska hadle badhaaciye ah,3
2720,Caqiyaar ayaad tahay aafka huurada iska caday dameeraw,3
2721,Ruuuxaan jaahila ka ah,3
2722,daba dhilif,3
2723,War nacasnimada umada kala fadhiiso xoolaha ka aqli badan adigee nacasow,3
2724,Afkaaga bakharka xageebu ku yaala ee la moodo fatalad soo hungawday,3
2725,Garacan hadalku sida xaarkuu u qabtaa malaa,3
2726,Dhilo ayaa ku dhashay,3
2727,Kani waa lax,3
2728,Hooyada reer xamar was,3
2729,Siilkii hooyadaa xagee ku taalaa,3
2730,Futadaadu hagay ku taala ina dhilo,3
2731,Doqonow Kala guurbad wada ma is tidh,3
2732,Waxan afka uraya ee qadhmuun,3
2733,Waa wax xununsanya,3
2734,ska niqaleya qofaka yar oramad,3
2735,qofkan waa la wasaa,3
2736,Kan waa xoolo caadiya,3
2737,af xume,3
2738,Waasakh iskama meydhe,3
2739,Af bali,3
2740,Qofkan Afkiisa no Soo Uraya Yaa Naga Amusiya,3
2741,Naag naag afka kalaqabo baroortaad kufiicantahay,3
2742,Afka huurada leh dadka kala tag neefyahow,3
2743,Dhuusa wayne adoo hanjabaya,3
2744,Afka nool itaal baran baro,3
2745,Afwyne madaa oog dhafi kra,3
2746,Af qadhmuune,3
2747,Xoolo diif dheer nuucadoo kale waan naqaanaa,3
2748,Cilaaj lagaa soo daayey ina lagugu celiyo weeye,3
2749,Laga roone,3
2750,Waar naag naag dhaley ayaa tahaye bananka iskeen malaa siilbaa kaa jeexane,3
2751,Dhakh dhakle,3
2752,Khaniisnimadii lagu xidhay wali kamuna wan tobeen abaarso mac abaarso,3
2753,Uf baanu ku leenahay,3
2754,Doqon aan lahayn caqli ku filan,3
2755,Futadada ilasho,3
2756,Lax hadad mar noqoto waa sidaan camal,3
2757,nacasaa Qofkan wuu dhimanyahay,3
2758,Kani afkiisuu lugta iskaga xidhay,3
2759,Ina dhilloy,3
2760,Naag naag dhalay,3
2761,waa doqon kaani afka weyn,3
2762,Waxaani ilaa Waa xaarkii lo’ada oo indha iyo san leh,3
2763,Kani waa nacas,3
2764,Wxan fosta gobolada sida xun loosameeyay lamoodo,3
2765,Baruur weynaaaa,3
2766,cabtooy,3
2767,Canradis shiikdhilay,3
2768,Sheydaanow adi deynta laguugu leyahay iskabixi,3
2769,Amiir gacan aan utaagay waali cad awoowe duduble awoowe habegidir awoowe caydiid awoowe cisaaq qabrigooda halmeel uu kuduuganyahay oo kuleeyahay,3
2770,Gaal cadaanba guursateene guskeena geesa maa kuyaal.,3
2771,Hawiye iyo gabooye waa ilma gorgaarte gabooye maxamed gorgaarte gabooye waa madhibaan waana curadkii ilma gorgaarte,3
2772,Malayacniii,3
2773,Adeer hawiye ceebtiisa maaha intooda badan waxaaba dhalay geedi shaamboo,3
2774,Bilaa camaloow dadka is guursadey ka dhex baxa,3
2775,Dahirow haisku dayin in aad difacdo midgan anaga hawiye ayaa nalayirahda magursano midganta waana laguba hadey xamar keento midgankaas,3
2776,Child Abuse waaye Fiska,3
2777,Murusade kibir jebshe kulahaa waa bilaa adeb farxiyo xamar uma diidi kartaan iyo guur keeda,3
2778,Madhibaan waa Maxamed Gorgaati midgana maaha waana curadkeena,3
2779,Waa lagu wasaa Idinkana anaa idinwasa,3
2780,Ina baaf hoyada iyosuldaan iskamajiidhaba was inqabxo alacuqdadkugu jirta wayna dhiladi kudhashay was inabaaf agtada wale murugatala inabaaf,3
2781,Adaa Ka doqon San daawanaya qof aanad raali Ka ahayn,3
2782,Ada ka laxsan,3
2783,Uf waxan dameerka yaanaga qabsado,3
2784,Akhas caleeg waa waxaan dhaqan iyo xishood midna lahayn ilaahay noocaas oo kale wax ha naga darin subxaan allah,3
2785,Nijaas weeye waxaan aad fiirsanaysaan Cimranow Hanaga Cayrinin Janalkaga ee Naga daa Waa u Dhamaatay Dadkii Soomaaliyaeed Imaanka Allaha Nagu Sugo,3
2786,Waxan dhaqan xumah wa ceeeb san,3
2787,Sheeydan shantaay ilaahey haku tuso xaqa biliaadamka,3
2788,Kan sheeq ma aha waa sheytaan weyn,3
2789,WA KU SHAQEYSTA JIISNIMADA,3
2790,Sheeq duli,3
2791,Shaydaanka shiiqa. Isku sheega maala delo,3
2792,Bariiska miyaa meshan kaa galay,3
2793,Shantaay xarana tahy qaniis waxid,3
2794,Waxa ilaawaysa hooyada iyo abaha wuxu bilaa caqli weeye,3
2795,Doqon dheh bal ma asagaa cadaabta haaya subxaanallah,3
2796,Wuxu ayaan daranaa somalina wuu ceynayaa qofka wareysanayana mo somali ayaa layiraahdaa yaab,3
2797,Waxaan u maleynayaa walahi in uu yahay wecel xaaran ku abuurmey kuna dhashey. Amase waa dameer yar o maskaxda wax uuga yar dhiman yihiiin,3
2798,Waalida hido ayaad u ledihiin,3
2799,Cilajka Halageyo,3
2800,Eeyahan lafaha haloo tuuro,3
2801,Kan si nafsiyan ah buu u waalan yhy lkn adiga macal ruuxdada jiran shitt,3
2802,war labadaan fanka halaga qabto fattaaliintan,3
2803,Yaahuu af bali ka bax meesha,3
2804,akh akh akh wuxu codad xu xumaa,3
2805,Tan wax shumineso iyo kan vidoe ka hatlaayo surka ha laga jaro. kucayaaro. Meeshi lagu arko hala tooreyo caasho urtooyaalkan.,3
2806,Sowtii ijaarka tuugsaneysey ee garoobka ahayd,3
2807,Gabadhani waxay samaynaysaa waa xad kabax sidani diiniyan iyo caqliyan midna maaha,3
2808,Bahashan fuqa weyn has no respect,3
2809,Waryaada doqontan carabka wayn way ka soo dartey Somaaliyeey qofkii dhaqan xumo lagu arko subscribe ha lagala noqdo,3
2810,Cimraan waxa tiri waa foolxumo haddana adiga maxaa u faafiney oo noo tustay???,3
2811,walaaloow adaa kaliita qoonkaan haleysan maxaad usoo gudbinee waa mucjiso iyo wax aan xishoonaynin oo iimaanka lagaqaaday,3
2812,Lkn gabdhu wa ka so daraysaa ma gaalay noqon rabta wa ka shakiyee hadalba hadalku ka akhlaaq xunyahay adeegsanaysa,3
2813,Waa jaahiliin labaduba waxan yaa umada ka qabta xishoodkii waa dhintay,3
2814,Kowdii hore markaa arkey abeeso lugaaleey mooday cimraan adaa natusey Ogow taas hhhh,3
2815,Adigu anshax xumda aha soo gubin waayo haddii aad rabto inaada waniso lamberkii kawaca,3
2816,Akhas tani waywalatay,3
2817,Adigu waxa xumanta fafinaya maxad uso qadanaysa od usi fafinaysa,3
2818,Jarreer qooqday allena mataqaan cidkalena daa,3
2819,shiiqo doofaar a tehey shaadiyo xaarka ku gedey,3
2820,Sharmuuto shanty,3
2821,Labada naasood kugu qabato,3
2822,Shuubo shantaayo dadka kula jooga na tuusi car io masajidhka,3
2823,Sheekh na ma tihide umada ha kalatag faasiq nimada ad bulshada kula dhex jirtid adaa u bahan in lagu wacdiye,3
2824,War bastar ba tehe bax,3
2825,Waa nin waalan Orodoo nimanka dadka qarxiya ka hadal doqonyohow,3
2826,Shikh xumow,3
2827,Sheeq sharmuud mxa ku tusay dadka,3
2828,Nin waalan tahay shantaayoow,3
2829,Sheekh sharmud aburista illahay ka lexo,3
2830,Babajey lugubalaf,3
2831,dirisle buumo wayne,3
2832,Kkkk mid dayuuuus ah,3
2833,naka aamus sheekh maahide dofaar yahaw yeeygaa,3
2834,Dulli wayen shicarkii islamka ayu ceebeyey,3
2835,yaxbul ilbuun,3
2836,WAR KANI WAA SHAYDAAN ACUUDU,3
2837,Masana sheekh ku tahay abuursita Allah wax haka sheegin qumay,3
2838,Sheekh adiga khaniisiinta maxaa ka daawataa waal nidaada orod dadka afka kala bax khamiiskii waa ceebayseee,3
2839,Darisle buuma weyne sheikha qosol leeyahy wlhi hhhh,3
2840,Sheekh matihid ee fuyuus raadi,3
2841,Wecel wecel dhalay,3
2842,Sheekha waa ciyaalka xafaada khekh yerdaan,3
2843,Shiiq shantaye dhelay,3
2844,Yahuud yahow takfiirka eh,3
2845,Siilka hooyada iyo dhiladi kudhashay gaalka eh,3
2846,Shantaay sharmuut futadaada ureeso ka bixi masaajidka afkaaga urayana masaajidka kala bax qurunki ku dhalay was,3
2847,Sharmuuto shantay Naga Aamus,3
2848,Siilka hooyadaa soo fiiri qormuunka ka baxaayo soo urso ka dib reaction kasoo bixi,3
2849,Buumawayne maxaa ka leedahy shaantaay,3
2850,Shuuboo shantay dadka amaan sii,3
2851,Caac dheh dhilo kugu curatee,3
2852,Shantaayow Adaaba Shaafto Bajaajta Ku Raacee,3
2853,Intee xasan sheeq doonayaan maa sheeqan naloo doorto soomaali edeb bay yerlan laheed,3
2854,Ada sharaf laheen teda kle dadka caay malagu dahay mise nacalada tahay wase,3
2855,War adaa daqan laheen nio,3
2856,Shantayow adi marka naasle kashekey neso ama kacsataa,3
2857,Shuubo shaantay ahaa,3
2858,Shiikha waalan,3
2859,Shiiq caaytamaayo pablo shantaay,3
2860,Wan idin weydiiye ruuxan aad moodid canbe ladhuuqay oo latuuray ma walan yhy mise waba yabee,3
2861,Shiiq shantaay waan ku wadanaa karbaash shiyaantiinta,3
2862,Wr kani waa shaydan wlhi,3
2863,idiris buuma weyne kkkkkkkkkkkkk sideed ku aragtay buumadiisa ma naag uu dharka u dhigtaad ahayd?,3
2864,Ey fuul xun,3
2865,Doo faar kaathay was,3
2866,Shaydaan taay,3
2867,kan shiiq maaha wlhi cay badanaa wasakhu,3
2868,Shekh dhiley,3
2869,Habar madaxwen,3
2870,Shikh sharmuud beenaale abuurista alle ha caynine,3
2871,Waad edeb darantahay wasaq baatahay shantaay,3
2872,Jahil jahil dhalay xolo ah,3
2873,ilahow waa shikh hada yeelo xaarka haigu dhago,3
2874,Derisle buuma Wayne Yaxbul ilbuun Socdaal ey shimiye Magacyo khatar ah,3
2875,Shiiqow daahir calasoow kaso hadal mujrim kle waye,3
2876,Guuma weeyne Darisle Cabdi,3
2877,Sheikh sharad galayo kana ugu horeyo,3
2878,Sheeeq dhilay dadka kadhamow,3
2879,Sarqaan geesdiir nin diin kujeejeeso waaye ninkaas alaha kaqabto baraha bulshada alaha kaqabto hudo Amun waa fitno taasna alaha nagaqabto,3
2880,Waa walantahay mudulod haku qabsaden,3
2881,Beenlow a kutageer san,3
2882,Doqoniimada Ninkan Sheekha iska Dhigaya waxa ka daran Umada dhagaysanaysa ee wacdi uhaysata,3
2883,Beenlow,3
2884,Gus hakugu jabo,3
2885,Adba na haleynooyo bee,3
2886,Shiiq maad saan kutahay alle kudulee magac shiiq waad ceebaysay,3
2887,Shuuba shantaaaay iiwad sheekada,3
2888,Canradis shiikdhilay,3
2889,SHIIKHOW BEENTA NAGADA MASAAJID MAJOGTIDE,3
2890,Shantaay shamuurey,3
2891,Sheydaanow adi deynta laguugu leyahay iskabixi,3
2892,Wareerka waqtigaa keenay waqti waxaan joognaa shiiqnimada caanimo lagu raadinaayo,3
2893,Shaydan shantaay horaaa kuu arkay in aad faaido laheen al shabaab yar aad tahay,3
2894,Socdaal eey shumiye,3
2895,Maad muna kastuuma iska dhiciso lol,3
2896,Sheydan Ayuub,3
2897,Adi naagaha qaawan xaa ku tusay duliyow,3
2898,Dhilo zhantaay wlhy funyy baa tahay,3
2899,Shantay sharmuuto car afaaraheyga soo gaal,3
2900,Shantaay buuma weyne,3
2901,Anaa ku waso,3
2902,Waa dhilo,3
2903,We kumacdahy kibirleyda tag dheh ixsan magishe,3
2904,Bagaaa dhilada,3
2905,Yes way kusantahay sharmuutada,3
2906,Naagta cawad badanaa sheqeso dheh canada joogtaa kibarkeda ukeenay waxas,3
2907,Shaydaan aa tahay qof wanaagsan ayaad iska dhigee se ninki wax garad ah ee warkaaga dhuuxa wuu ku fahmayaa.!!,3
2908,Rufiyaanimadii oo qof ah Qof email kaaaga yaqaana ku the,3
2909,dabo ku dhiigle Suu kuu caayni jiray inaa raali galisid maaha,3
2910,Neef haaman ah baa tahy,3
2911,Kibirka ha uso celiyo doqonta,3
2912,rufiyaan dhilay ah,3
2913,Kii xuma ka jabsadey kalabkaahaa,3
2914,Nayaaa adeb yelo bastarsyahe iyaga iska ka jecel manta hush nayaaaa,3
2915,Urkaaga intaa ka dareemoya maa is nadiifisid oo aad raga ka dhex baxdid duliyehy,3
2916,wxy sidi fodlayda isku daba socotane billahi calek illhy ka xishoda oo anaga naga xishoda oo idinku iska xishoda war,3
2917,please wax khayrleh dadka uga warama,3
2918,Wllkey cumar karish kan danbo ha ka soo hadlin ka soo qaad cunug yar oo kugu kaadiye,3
2919,ninka raga ahi waki wxksta o xun inta uu ego iska dhago marin jiray wxy san ad isku daba niqniqlaysani Alif,3
2920,maxaa waaye Nin ku haya wuu guursadey wuu ku qasaaray saawaa Nin Rag waaye wuu guursanaa wuuna furaa Waa Heer lagaaray ader maxaa waaye,3
2921,"Qanisyahow,yaxarka ah,baqtiyohow,oogajada ,ah",3
2922,"Waxyahow,bisada ah,sharia alakaaqad",3
2923,"Xayawan,Naga aamu",3
2924,guurso see Ku tiri adiga nalaku gursanaya fartuun,3
2925,Xoolo dheh Adigu fako marka waad oontaa,3
2926,Maba ku aqoon hadaan ku maqlaa nacas yahow Adna hadaa dhimtay anaa ku farxay doqon dheh ilaahay kabaq horta,3
2927,Astaqfiru laah ilaahay kabaqo,3
2928,Shafka naga astur buu kuyidhiyo waad naga asturtay,3
2929,Khaansiirka ayaa 20 jeer kaa jeclahay,3
2930,wa la ogyahay meshi lamariye waxa iga dardaran ah darisle habo sidadi hore wax kudhama malahan,3
2931,from Abakar Aboowe Alle dartii Iska daay aqirada ku baq please,3
2932,CK qofkan haso jwb mardambe faraha kaqad plz,3
2933,Wada dagaalka anaguna qiimayn baanu wad naaye,3
2934,Olol horteda,3
2935,Awash waku xayawn nimo,3
2936,Qofkan la ma yaabayo waalid kiisa ba sidan ka dhigay,3
2937,Aniga maantaan ku bartay qof dhiman oo wax si ka yihiin ayuuna iila egyahay,3
2938,teeda kale ninkan qapiil caadiya kama dhalanba,3
2939,Wlhi waxan xaqiiq saday inuu ku jiro aqliga ciyaalka Marka hore muslimbaa tahay ilahay kuma keenin inaad sii joogta ee waad ka tagi mar un,3
2940,Qaramada midobay ulataga,3
2941,Ay ay dhaly somlia wx ha ka sheegin anago reer somalilander ah aya ka gubnyne ilhy mu ikaa tuso wllhi inaan ndxa kuu aasi,3
2942,Wankugu faana lph,3
2943,Doqon aan cilmi lahayn,3
2944,ana waa makhnuud makhnuud dhalay oo wlhi ah ishaydu naas iyo futo iyo kub naageed bay qabata kuna doogsataa ala maxaa makhnuud is qarinaya fashilmaya,3
2945,"Magaca somali reeba landna qaata laanka haniga go,ee hhhhh",3
2946,Haa waa runtaa wlhi aad baan ku jecelahay isku qlbi bibaan nahay,3
2947,Walaashaa was gus dhuuq ku dhalay was afkaan uraayo naga jeedi,3
2948,Lkn Markuu Somali wax kashegaya maxuu usocsocdaa,3
2949,Suldaan iskama jiidhe From nin lawase,3
2950,Nacas nucadokale Wala ga xisoda sabyaan uuf warya,3
2951,"Iskugu tagoo su,asha uga jawaaba lax baad tihiine""",3
2952,Ilma xaram,3
2953,Kan Sidaaan u war badan waa hubaal in xaaskiisa xitaa loo waso waayo maantoo dhan siduu uqeylinaayo isagoo daalan oo tamar laheyn ayuu naagta agseexdaa,3
2954,Kabiirka iyo saqiirka haku wasaaan wecelow,3
2955,Hooyada was naclad yehee wajiga mooyaha leh,3
2956,Susdaan iska jiidhoow shama boy ayaa kuwasa,3
2957,Haha Qadaadwayn runta u sheegeee,3
2958,𝘷𝘪𝘷𝘪 𝘴𝘰𝘮𝘢𝘭𝘪𝘭𝘢𝘯𝘥 𝘩𝘢 𝘸𝘢𝘢𝘳𝘵𝘰 𝘬𝘦𝘦𝘱 𝘨𝘰𝘪𝘯𝘨 𝘸𝘭𝘭𝘩𝘪 𝘸𝘢𝘢𝘯𝘶 𝘬𝘶𝘨𝘶 𝘧𝘢𝘢𝘯𝘢 𝘳𝘦𝘦𝘳 𝘴𝘰𝘮𝘢𝘭𝘪𝘭𝘢𝘯𝘥 𝘰𝘰 𝘥𝘩𝘢𝘯,3
2959,Walaahi waan yaabay anoo ah s/lander hadana waxaad ku hadlayso waan ka yalalugooday sorry,3
2960,xaawo taako .Shanta somali muqdisho kamamarna wlhi plhi qosol gariiraa igudhacay kan nolasha kucunilahaa lkn markaaba fiiriyay inay Boolal kafuranyihiin,3
2961,My noloshiii suldanka,3
2962,Hadii uu kugu jirilahaa damiir eleg 1mm wlhi halmar kumaad dhawaaqdeen ereyadaas foosha xun dhimashana kumaad caydeen qof ay dhibi kudhacday,3
2963,Ilaahay kabaq nio madhaxyoow,3
2964,"Kkkkkk dhiiga dhulka loshubay dadkii kadaatay waa soomali SYL, sayidka taaladiisa muqdisho igu imaw Axmed guray",3
2965,Wax weYn ayaa ka qaLdan is deJi abti yaRe,3
2966,MUQDISHO MALAHA HOOYADA IYO HAPLIHINIBAY WASTY AF WAYNOW,3
2967,Kuma taageerno,3
2968,Suldaan Islam judge hanolado,3
2969,Libaax libaaxyada,3
2970,"Ku dar magacyadooda looma ooyaan, dhako xun, heybtii garan waay iyo Faqash",3
2971,"Hablaha somaliland ka fogaada dheh""",3
2972,Waraya anaga reer Somali land ah ee waxad u bahantahy in ay dadkii Ku dhalay ciraash Ku geeystaan🙄,3
2973,Geesi suldaan ka,3
2974,Suldaankayga,3
2975,υraaaye aғ ĸa ιnтυυ leegннy мιrqan land мadнaғι ĸarтιd paѕѕwor ѕoмalιa laanтιιѕ ιмтιgaga jnтa ĸadнιмan garowedan ĸarтo paѕѕwor waa lagυ waѕayaa,3
2976,habar gidir ahay tagere u ahaa lkn waa doqon,3
2977,Been Mahan Reer qadadweyn uf,3
2978,uf uf,3
2979,Mnsha allh keeb going,3
2980,Doqon aan laga doqonsaneen iska hadale,3
2981,Shanta soomaali manyi ku jirin,3
2982,Muqdisho,3
2983,Yaa kaa qadaad wayn,3
2984,hore uso suldanka,3
2985,Inaa ligu wasim,3
2986,Samiixo halmar xitaa kaama so hdlin mxaa ugu dhagantahy gabdhas dhoocil baatahe war magaalka ka fariiiso Ama ninka raga Asaga iska dhici wx runta kuu shg,3
2987,qawiil na dibnoo xusuusiyeen waa eeyo xamar boos agama banana usheeg taa na iga garsii donfarada,3
2988,Hadal waa kii horay calacalka iska daay oday dhiila ku dhashe waa kala noqday subscribe iyo tagerihii mas nagu hoos jira aheed hada ciyaal xamar nahay,3
2989,Lph Waan Kula Qabaa Mj Waa Mas Daaroodka Ayagaa Uxun Wlhi Aan Iska Ilaalino Hadaa Hawiye Nahay,3
2990,@Jimcaale Waxar darood langab ah xamar ma dagano ciyaar xaar boy viva HG,3
2991,Waxan ahay wiil hawiye waana ku wataa waxan rabaa inaa Daahir calisow ka xirto Youtube-kiisa,3
2992,@Abdiqani Tube LYRICS damiirkoo ka dhintay kan iska dhaaf bro,3
2993,War neefow nin kan war ha aamini anaa hortaa aminsana duli qabiileyste ah waye wasaqa maxu habar gidir uso qaday sababto ah anba,3
2994,Futo calasow doqonyahow ninka wuu ku baryay ee ka fuq dhaadhanyahy,3
2995,Cafis waye sharma boy lkn shiine culey iyo ayuub ku waas ku ad keey sxbna dahiirow afsomalia ayee inaana caysiyeen,3
2996,War shiine culay iyo kaptan ayuub ku bedel ninkaan wa yar yahy iska cafi sxbow,3
2997,Taliye waa kumahdsantahay sida wanaagsan aad ugu fasaxday dhoocishaan,3
2998,Inan gumeed Jaanis helay,3
2999,Hoyada iyo dhiladi ku dhzhy waz ≡ƒñ¼,3
3000,Sharma boy Γ¥ñ∩╕ÅΓ¥ñ∩╕ÅΓ¥ñ∩╕Å iska dhaf wilka shuubo aya ku dhashay,3
3001,Mayaa sidas ha sameynin anga ra igeyga waxa waye lcgta ku jirtoo isaga ma lahaan lcgtas wa nin dadka masakinta la siyaa wa inaa laga sa daqeyo masakinta,3
3002,Nin wayn oo dhadhaaan ah aa tahy ninka idhahay iga raaaali nqo video so duuuuup mxa la dhahaa what the fuck,3
3003,Lipax thy waxaa sugnaaba kabtan ayuub iyo shiine calaacalkooda bro legend daahir alasow,3
3004,"Dhilo calasow shuuba kudhashay, ≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú",3
3005,Allah xumidaa dahirow nasab ma tihid,3
3006,Saasway bufii canasirta,3
3007,War bahalkan bilaa aqlaqdaha 90 jirkan wilka guskisa leeg dobo ordayo aqaas ≡ƒñ«≡ƒñ«≡ƒñ«≡ƒñ«≡ƒñ«≡ƒñ«≡ƒñ«,3
3008,Sharma is ka sii daa lkn ayuub iyo shiino ha iga deynin wayo meshey wllnimo garta ugali lahayeen bey qawiil ubadaleen qarankiini midobay beey qoloqlo usareen,3
3009,Ina gumadkan dadka ka qabsada dahir neef,3
3010,iska cafi dulufow,3
3011,Rikaatada ka daa inanka yar xoolayahow,3
3012,ma midgaan tahaY wiilka yar iska fasax odaygan maxaa ka siiya≡ƒÿÅ≡ƒÿÅ≡ƒÿÅ,3
3013,Dhilo Calasow Wlhi waaaba Tahaye,3
3014,Anaa Kuwaso Shuubayahay,3
3015,Nayaaa iskiifo ≡ƒñ«≡ƒñ«≡ƒñ«≡ƒñ«≡ƒñ«≡ƒñ«,3
3016,Nacalaa Gudup io dhererpa kuu dhalay,3
3017,Been baad sheege aragnimo waa kaa fogtahay hadaad run sheegee sakhiirkaan aad u gashateen adiga iyo labada nacas shiine culey iyo ayuub xaare noloshiisa,3
3018,Ninkaa ween io dakarka aabahaa laguma ciyaaro waa ku dag dagtay inaa la tirsatid nin lipaax daan daansato qalad bee kugu aheed cashir kabaro balse,3
3019,Dahir alle kama xitootit dulmi ayaad caado ka dhigatay lkn Sharma waa canug aad dhali karto ee ka leexo wlhi ma xishootit beenale alle ka furtay ayaa tahay,3
3020,Lef.hasogalo.inusan.afarahaga.usansoogalin,3
3021,Fartuun abdi iminka laga bilaabo haladhoho,3
3022,batuulo k iyo fartuun abdi walhi waa layaab,3
3023,waxaa ogataa inaa fashilmatay oo fanaan qabiil aa noqotay xisaabta ku darso ≡ƒñú≡ƒñú≡ƒñú,3
3024,idin dhibe hadaad run sheege car shiine ka xir iyo garaca kale ayuub,3
3025,Midh GaRAN MaaYo MaRku DaDkii SO DhaX GalaYNa BiLaa Caqli WeeyE,3
3026,Fartuun ABdi Waa Ciyaal iska Dhaaf Bro,3
3027,Fartun Abdi jalbaab haloo galiyo,3
3028,Fartun Abdi xppt,3
3029,sorry sidii doocilahaa iskula tirsanaysaan ck iyo dirsilbaa wax faaido leh bulshada ku soo kordhiyaa,3
3030,KING DOQON,3
3031,Batuulo k waxaad U hadlaysaa sida dumarka aaway Huda amuun,3
3032,Fartuun Abdi aa,3
3033,C.k iqabtey ma dhusina been dheh,3
3034,fartuun abdi ck zxp iska daa naagtan naagtu dhashay tuugo abdi,3
3035,Ck wa legend dirislama wa naag caadiya eh,3
3036,Laba dumar ah oo tirsanaaya ayaad tihiin,3
3037,Nacasnimadii oo qof ah ayaad tahay wlhi,3
3038,2 caaag aaaa ceebey tacaaal subxaanalah,3
3039,"Batuulo k adibo 10kun aruurisay 6kun aya gaysay tuug , adiga iyo ayub karo waa maseyrtn",3
3040,Rag ba sheekaynaysan sidiii dumarkiina waa u dhaqmaysan maxay tahay,3
3041,Laysma gaareen maxaa lisku daba ordayaa Ck THE LEGEND Ciyaalka hadal baradka ah hadal haysaga qasaarin please DHIMAN DHIMAN ABDI,3
3042,Ck fartuun walashey ladhaha qofkan uma qalmo ee canbaro abdi dheh,3
3043,Ck doqonima kugu habsatay wiilka yar wad ka xuntahay eh ka beeydh. Dirisleh runta umbuu ku sheegay,3
3044,Fartun abdi badhba hamda ah,3
3045,Fartun abdi wan kusalamey,3
3046,Ck walalkay iska dhaaf nacaskan af somali mayacano marka dhoqada kujira iskadhaf.,3
3047,Asaga Mya Kula Sexdaay Marku Xawadkaga Ka Hadloya wlhy Ninkaan Diqaa Miraan waye Ck,3
3048,War nio ninka darislo ladhahayo malmalki miyaa laga ilaway,3
3049,Shekadan ka dhac Ayn ku dhihi lahaa ninweyn ba tehee,3
3050,Batuulo k hooy soo ka daloobso wiilka cabitaanka soo qabeyso,3
3051,Horta nimanka naag maxe iskugu cayaan ck marna dumarka dhifaac marna caay abaha wase,3
3052,BATOOLA KEEY CALA CALKA NAGALA TAG DHILAA KUDHASHEE,3
3053,Fartuun abdi,3
